Punto;Fecha;Hora;Especie;N;Observaciones
LG06_1;2020-10-15;15:59:46;L. gymnocercus;1;
LG06_1;2020-10-16;0:05:11;P. cancrivorus;1;
LG06_1;2020-10-16;7:08:47;A. axis;1;sin hastas
LG06_1;2020-10-16;8:19:40;A. axis;1;cervato?
LG06_1;2020-10-16;8:27:34;A. axis;3;(5 min) 3 indiv, 2 adultos sin hastas (hembra) y un cervato
LG06_1;2020-10-17;5:27:04;L. gymnocercus;1;
LG06_1;2020-10-18;6:05:20;A. axis;2;(3 min) 2 indiv sin hastas
LG06_1;2020-10-18;6:24:25;A. axis;1;sin hastas
LG06_1;2020-10-19;7:06:35;L. gymnocercus;2;2 indiv, uno hocico más negro y otro más blanco
LG06_1;2020-10-20;23:05:51;P. cancrivorus;1;
LG06_1;2020-10-21;5:35:25;A. axis;1;sin hastas
LG06_1;2020-10-21;6:04:20;A. axis;4;(6 min) 4 indiv sin hastas, 1 indiv con hastas mediana-grande 2 ptas con terciopelo
LG06_1;2020-10-21;6:16:00;A. axis;1;sin hastas
LG06_1;2020-10-21;6:32:59;A. axis;3;3 indiv (un cervato?)
LG06_1;2020-10-21;9:48:02;L. gymnocercus;1;
LG06_1;2020-10-21;9:58:37;L. gymnocercus;1;
LG06_1;2020-10-21;22:39:41;D. novemcinctus;1;8-9 bandas, grande, cola con anillos bien claros sobre fondo oscuro
LG06_1;2020-10-22;2:32:14;A. axis;3;3 indiv sin hastas
LG06_1;2020-10-22;2:47:30;A. axis;3;3 indiv sin hastas (un cervato?)
LG06_1;2020-10-22;2:58:18;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-22;14:46:00;A. axis;1;hastas muy grandes, 3 o 4 ptas, sin terciopelo
LG06_1;2020-10-22;15:19:05;A. axis;1;hastas medianas-grandes 3 ptas con terciopelo
LG06_1;2020-10-22;15:24:47;A. axis;1;mismo anterior
LG06_1;2020-10-22;20:45:23;L. geoffroyi;1;
LG06_1;2020-10-22;21:10:35;A. axis;1;sin hastas
LG06_1;2020-10-22;23:42:04;D. novemcinctus;1;8 bandas, grande, cola bicolor
LG06_1;2020-10-23;5:43:25;A. axis;1;sin hastas
LG06_1;2020-10-23;18:55:18;A. axis;2;2 indiv, uno sin hastas,uno con hastas muy grandes sin terciopelo 3-4 ptas.
LG06_1;2020-10-23;19:11:47;D. hybridus;1;pequeño, todo oscuro (foto movida, no se ven bandas)
LG06_1;2020-10-24;18:44:14;L. gymnocercus;1;
LG06_1;2020-10-25;19:36:45;D. hybridus;1;pequeño, todo oscuro (foto movida, no se ven bandas), color parejo en cola
LG06_1;2020-10-25;20:22:18;D. hybridus;1;7-8 bandas?, cola bicolor o pareja?, tamaño chico
LG06_1;2020-10-26;2:34:31;P. cancrivorus;1;
LG06_1;2020-10-26;18:46:59;L. gymnocercus;1;
LG06_1;2020-10-26;20:18:23;D. hybridus;1;pequeño obscuro
LG06_1;2020-10-27;6:33:30;A. axis;1;
LG06_1;2020-10-27;12:34:21;L. gymnocercus;1;
LG06_1;2020-10-28;0:57:54;P. cancrivorus;1;
LG06_1;2020-10-28;23:23:43;E. sexcinctus;1;
LG06_1;2020-10-29;8:05:53;L. gymnocercus;1;
LG06_1;2020-10-29;8:23:12;A. axis;4;4 indiv. dos adultos sin hastas, un adulto con o sin hastas (mucho reflejo no se ve), un cervato
LG06_1;2020-10-29;12:16:06;A. axis;2;2 indiv, uno con hasta mediana c terciopelo 2 ptas, otro con hasta mediana sin terciopelo 2 ptas
LG06_1;2020-09-24;16:07:00;L. gymnocercus;1;
LG06_1;2020-09-28;17:37:00;L. gymnocercus;1;
LG06_1;2020-09-30;19:39:00;L. gymnocercus;1;
LG06_1;2020-09-30;19:57:00;A. axis;2;(11 min) 2 indiv sin hastas
LG06_1;2020-10-01;2:03:00;A. axis;1;sin hastas
LG06_1;2020-10-01;7:05:00;A. axis;1;con hastas medias-grandes 3 ptas
LG06_1;2020-10-02;1:16:00;A. axis;2;2 indiv., uno sin hastas, uno hastas cortas 1 pta sin terciopelo
LG06_1;2020-10-03;6:07:00;L. gymnocercus;1;
LG06_1;2020-10-04;5:23:00;A. axis;3;3 indiv, al fondo, foto oscura (no llega el flash), pasa uno, luego otros dos, detectado por brillo de ojos
LG06_3;2020-10-18;4:59:00;A. axis;1;sin hastas
LG06_3;2020-10-20;14:45:00;H. hydrochaeris;1;
LG06_3;2020-10-22;13:26:00;H. hydrochaeris;1;
LG06_3;2020-10-23;3:37:00;H. hydrochaeris;1;
