Punto;Fecha;Hora;Especie;N;Observaciones
SG4-01;2020-06-27;0:04:48;Rodentia;1;Ratón
SG4-01;2020-06-27;10:46:20;Z. capensis;1;
SG4-01;2020-06-27;12:27:20;Z. capensis;1;
SG4-01;2020-06-27;12:30:16;T. rufiventris;1;
SG4-01;2020-06-27;13:18:21;T. rufiventris;1;
SG4-01;2020-06-27;13:21:40;Z. capensis;1;
SG4-01;2020-06-28;1:29:00;C. chinga;1;
SG4-01;2020-06-28;10:43:50;Z. capensis;1;
SG4-01;2020-06-28;13:07:33;Z. capensis;1;
SG4-01;2020-06-28;20:08:41;C. thous;1;
SG4-01;2020-05-29;5:14:34;Rodentia;1;Ratón
SG4-01;2020-05-29;7:46:17;C. thous;1;despúes de esta hay varias fotos pero no identifico ningun animal
SG4-01;2020-05-29;11:55:33;Z. capensis;1;
SG4-01;2020-05-29;12:50:25;Z. capensis;1;
SG4-01;2020-06-30;9:54:46;Z. capensis;2;en momentos 2 ind
SG4-01;2020-06-30;11:15:56;Z. capensis;2;en momentos 2 ind
SG4-01;2020-07-01;5:58:03;Rodentia;1;Ratón
SG4-01;2020-07-01;8:18:15;Z. capensis;1;
SG4-01;2020-07-01;9:44:57;Z. capensis;1;
SG4-01;2020-07-01;14:18:54;Z. capensis;1;
SG4-01;2020-07-01;15:42:45;T. rufiventris;1;
SG4-01;2020-07-02;6:18:54;Rodentia;1;Ratón
SG4-01;2020-07-02;8:52:59;Z. capensis;1;
SG4-01;2020-07-02;10:38:01;Z. capensis;1;
SG4-01;2020-07-02;14:30:51;Z. capensis;1;
SG4-01;2020-07-03;9:50:32;Z. capensis;1;
SG4-01;2020-07-03;11:02:00;Z. capensis;1;
SG4-01;2020-07-03;12:20:33;Z. capensis;1;
SG4-01;2020-07-03;13:33:48;T. rufiventris;1;
SG4-01;2020-07-03;17:14:14;ave;1;
SG3-01;2020-06-20;20:00:36;D. novemcinctus;1;
SG3-01;2020-06-22;12:01:44;Aramides;1;cajanea o ypecaha??
SG3-01;2020-06-22;22:06:11;NN;1;solo veo una sombra
SG3-01;2020-06-24;22:55:09;C. thous;1;
SG3-01;2020-06-25;17:44:27;L. europeus;1;
SG3-01;2020-06-26;7:10:26;L. europeus;1;
SG3-01;2020-06-26;16:38:15;NN;1;L. europeus? La aclaro y creo que se ve el ocico sobre el margen derecho
SG3-01;2020-06-26;16:49:41;T. rufiventris;1;
SG3-01;2020-06-27;12:49:44;R. magnirostris;1;
SG3-01;2020-06-27;17:24:14;T. rufiventris;1;
SG3-01;2020-06-27;23:59:14;C. thous;1;hocico negro
SG3-01;2020-06-28;21:35:13;D. novemcinctus;1;
SG3-01;2020-06-29;11:31:35;NN;1;L. europeus? La aclaro y creo que se ve dorso en esquina inferior derecha
SG3-01;2020-06-29;11:44:07;ave;1;
SG3-01;2020-07-02;15:52:54;T. rufiventris;1;
SG4-03;2020-06-21;7:02:40;C. thous;1;
SG4-03;2020-06-22;12:32:25;A. ypecaha;1;
SG4-03;2020-06-22;17:17:49;L. europeus;1;
SG4-03;2020-06-23;12:13:14;A. ypecaha;1;
SG4-03;2020-06-24;3:33:46;C. thous;1;
SG4-03;2020-06-24;22:31:04;NN;1;zorro?
SG4-03;2020-06-26;16:12:43;L. europeus;1;
SG4-03;2020-06-26;18:57:45;C. thous;1;
SG4-03;2020-06-26;19:18:51;C. thous;1;
SG4-03;2020-06-27;12:42:06;L. europeus;1;
SG4-03;2020-06-27;20:09:40;L. gymnocerus;1;por la cola y le veo el vorde del labio blanco 
SG4-03;2020-06-28;17:29:34;L. europeus;1;
SG4-03;2020-06-30;19:43:32;zorro;1;
SG1-01;2020-06-20;8:19:56;ave;1;
SG1-01;2020-06-21;10:20:12;perro1;1;
SG1-01;2020-06-21;10:36:17;perro2;1;
SG1-01;2020-06-23;11:58:43;A. ypecaha;1;
SG1-01;2020-06-23;18:33:17;D. novemcinctus;1;
SG1-01;2020-06-24;13:50:40;R. magnirostris;1;
SG1-01;2020-06-25;7:52:50;R. magnirostris;1;
SG1-01;2020-06-25;9:38:25;R. magnirostris;1;
SG1-01;2020-06-25;13:00:59;A. ypecaha;1;
SG1-01;2020-06-25;18:58:34;D. novemcinctus;1;
SG1-01;2020-06-26;8:30:42;A. ypecaha;1;
SG1-01;2020-06-26;9:58:26;A. ypecaha;1;
SG1-01;2020-06-26;14:01:46;ave;1;A. ypecaha ??
SG1-01;2020-06-28;11:46:53;ave;1;
SG1-01;2020-07-03;9:25:38;T. rufiventris;1;
SG1-01;2020-07-03;10:01:23;ave;1;
SG7-02;2020-07-04;20:28:00;P. cancrivorus;1;
SG7-01;2020-07-03;15:05:00;A. cajanea;2;en algunas se observan 2 individuos. Tratando de agarrar cebo.
SG7-01;2020-07-03;15:49:00;A. cajanea;1;3 individuos
SG7-01;2020-07-03;19:30:00;NN;1;zorro?
SG7-01;2020-07-04;10:17:00;A. cajanea;2;2 ind, tratando de agarrar cebo
SG7-01;2020-07-04;11:02:00;A. cajanea;1;
SG7-01;2020-07-04;11:20:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-04;11:43:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-04;12:43:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-04;14:11:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-04;15:42:00;A. cajanea;1;mirando cebo
SG7-01;2020-07-05;11:18:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-06;10:13:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-06;14:19:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-06;15:37:00;A. cajanea;1;tratando de agarrar el otro cebo
SG7-01;2020-07-06;20:54:00;C. thous;1;tratando de agarrar el otro cebo
SG7-01;2020-07-07;21:39:00;C. thous;1;
SG7-01;2020-07-08;11:26:00;A. cajanea;1;
SG7-01;2020-07-08;20:04:00;C. thous;1;
SG7-01;2020-07-09;12:58:00;NN;1;A. cajanea
SG7-03;2020-07-03;15:27:00;A. cajanea;1;
SG7-03;2020-07-03;17:00:00;A. cajanea;1;
SG7-03;2020-07-03;18:29:00;gato doméstico;1;tratando de agarrar cebo
SG7-03;2020-07-04;6:33:00;gato doméstico;1;tratando de agarrar cebo
SG7-03;2020-07-04;9:10:00;A. cajanea;1;
SG7-03;2020-07-04;10:22:00;A. cajanea;1;
SG7-03;2020-07-04;11:50:00;gato doméstico;1;
SG7-03;2020-07-04;12:57:00;gato doméstico;1;
SG7-03;2020-07-04;16:57:00;gato doméstico;1;
SG7-03;2020-07-04;18:07:00;gato doméstico;1;
SG7-03;2020-07-05;0:39:00;gato doméstico;1;
SG7-03;2020-07-05;8:11:00;Aramides;1;
SG7-03;2020-07-05;20:06:00;C. thous;2;en varias fotos se observan 2 individuos oliendo cebos
SG7-03;2020-07-06;5:28:00;C. thous;1;
SG7-03;2020-07-06;8:56:00;gato doméstico;1;
SG7-03;2020-07-06;9:32:00;A. cajanea;1;
SG7-03;2020-07-06;11:26:00;gato doméstico;1;
SG7-03;2020-07-06;15:49:00;gato doméstico;1;
SG7-03;2020-07-07;12:50:00;gato doméstico;1;
SG7-03;2020-07-07;13:21:00;A. cajanea;1;
SG7-03;2020-07-07;22:06:00;C. thous;1;
SG7-03;2020-07-08;10:41:00;A. cajanea;2;en algunas 2 ind
SG7-03;2020-07-08;11:43:00;A. cajanea;1;
SG7-03;2020-07-09;12:54:00;A. cajanea;1;
SG7-03;2020-07-09;16:54:00;A. cajanea;1;
SG7-03;2020-07-10;10:55:00;A. cajanea;1;
SG4-01;2020-07-03;20:50:16;D. novemcinctus;1;
SG4-01;2020-07-04;3:24:46;L. gymnocerus;1;
SG4-01;2020-07-04;9:46:40;T. rufiventris;1;
SG4-01;2020-07-04;11:12:33;Z. capensis;2;en algunas fotos hay 2 ind
SG4-01;2020-07-04;16:30:08;T. rufiventris;1;
SG4-01;2020-07-04;19:16:48;Ratón;1;
SG4-01;2020-07-05;9:03:57;T. rufiventris;1;
SG4-01;2020-07-05;9:41:36;Z. capensis;1;
SG4-01;2020-07-05;10:37:51;T. rufiventris;1;
SG4-01;2020-07-05;14:25:02;T. rufiventris;1;
SG4-01;2020-07-05;14:54:05;P. nigrorufa;1;Sietevestidos
SG4-01;2020-07-05;15:26:10;Z. capensis;1;
SG4-01;2020-07-06;10:05:35;Z. capensis;1;
SG4-01;2020-07-06;10:24:10;T. rufiventris;1;
SG4-01;2020-07-06;10:27:59;Z. capensis;1;
SG4-01;2020-07-06;10:58:12;Z. capensis;1;
SG4-01;2020-07-06;12:43:09;Z. capensis;2;en algunas 2 ind
SG4-01;2020-07-06;23:37:36;C. thous;1;
SG4-01;2020-07-07;8:45:25;Z. capensis;1;
SG4-01;2020-07-07;9:28:25;Z. capensis;1;
SG4-01;2020-07-07;10:14:54;T. rufiventris;1;
SG4-01;2020-07-07;10:16:17;ave;1;
SG4-01;2020-07-07;10:55:46;T. rufiventris;1;
SG4-01;2020-07-07;12:58:56;Z. capensis;1;
SG4-01;2020-07-07;13:00:05;P. nigrorufa;1;
SG4-01;2020-07-07;19:25:34;Ratón;1;
SG4-01;2020-07-07;23:07:42;Ratón;1;
SG4-01;2020-07-08;10:16:35;T. rufiventris;1;
SG4-01;2020-07-08;10:23:46;T. rufiventris;1;
SG4-01;2020-07-08;11:39:12;P. nigrorufa??;1;
SG4-01;2020-07-08;12:43:18;Z. capensis;1;
SG4-01;2020-07-08;13:51:26;P. nigrorufa;1;
SG4-01;2020-07-08;23:54:54;C. chinga;1;
SG4-01;2020-07-08;9:21:59;Z. capensis;1;
SG4-01;2020-07-08;10:32:37;Z. capensis;1;
SG4-01;2020-07-09;17:11:03;T. rufiventris;1;
SG4-01;2020-07-09;21:58:54;Ratón;1;
SG4-01;2020-07-10;8:36:09;NN;1;
SG4-01;2020-07-10;9:46:03;P. nigrorufa;1;
SG4-01;2020-07-10;11:06:50;ave NN;1;
SG4-01;2020-07-10;17:45:38;ave 2 NN;1;
SG4-01;2020-07-11;3:59:12;ratón;1;
SG4-01;2020-07-11;10:23:42;ave;1;
SG4-01;2020-07-11;10:25:44;B. leucoblepharus;1;Arañero olviaceo
SG4-01;2020-07-11;11:18:29;T. rufiventris;1;
SG4-01;2020-07-11;11:45:13;Z. capensis;1;
SG4-01;2020-07-11;12:58:18;T. rufiventris;1;
SG4-01;2020-07-12;4:41:35;Ratón;1;
SG4-01;2020-07-12;9:01:53;ave NN;1;
SG4-01;2020-07-12;10:08:21;ave NN;1;
SG4-01;2020-07-12;12:35:03;T. rufiventris;1;
SG4-01;2020-07-12;20:05:46;ratón;1;
SG4-01;2020-07-13;21:36:17;Ratón;1;
SG4-01;2020-07-14;8:18:52;ave???;1;
SG4-01;2020-07-14;8:56:41;L. verreauxi;1;Paloma montaraz común
SG4-01;2020-07-14;8:57:39;L. verreauxi;1;
SG4-01;2020-07-14;14:18:28;Z. capensis;1;
SG4-01;2020-07-15;6:05:24;L. gymnocerus;1;
SG4-01;2020-07-15;8:49:48;P. nigrorufa y Z. capensis;1;
SG4-01;2020-07-15;8:50:31;Z. capensis;1;
SG4-01;2020-07-15;9:35:17;F. rufus;1;Hornero
SG4-01;2020-07-15;11:21:41;T. rufiventris;1;
SG4-01;2020-07-15;12:24:50;B. magirostris;1;
SG4-01;2020-07-15;19:32:31;ratón;1;
SG4-01;2020-07-16;8:45:18;P. nigrorufa;1;
SG4-01;2020-07-17;10:20:17;Z. capensis;1;
SG4-01;2020-07-17;11:21:24;T. rufiventris;1;
SG4-01;2020-07-17;11:26:16;Z. capensis;1;
SG4-01;2020-07-17;17:00:40;L. verreauxi;1;
SG4-01;2020-07-18;9:57:36;Z. capensis;2;en algunas hay 2 ind
SG4-01;2020-07-18;10:52:57;Z. capensis;1;
SG4-01;2020-07-18;14:09:47;Z. capensis;1;
SG4-01;2020-07-18;16:30:35;T. rufiventris;1;
SG4-01;2020-07-18;16:33:02;Z. capensis;1;
SG4-01;2020-07-18;19:38:36;Ratón;1;
SG4-01;2020-07-18;21:05:50;Ratón;1;
SG4-01;2020-07-18;0:58:12;Ratón;1;
SG4-01;2020-07-18;1:52:17;Ratón;1;
SG4-01;2020-07-19;7:47:36;L. gymnocerus;1;
SG4-01;2020-07-19;12:05:31;T. rufiventris;1;
SG4-01;2020-07-19;14:07:31;Z. capensis;1;
SG4-01;2020-07-19;14:40:47;Z. capensis;1;
SG4-01;2020-07-19;17:23:50;L. verreauxi??;1;
SG4-01;2020-07-20;7:10:52;L. wiedii;1;
SG4-01;2020-07-20;10:08:07;Z. capensis;1;
SG4-01;2020-07-20;10:29:04;T. rufiventris;1;
SG4-01;2020-07-20;11:21:59;Z. capensis;1;
SG4-01;2020-07-20;15:48:51;L .verreauxi;1;
SG4-01;2020-07-20;16:05:23;T. rufiventris;1;
SG4-01;2020-07-20;16:50:09;Z. capensis;1;
SG4-01;2020-07-20;17:44:45;L. wiedii;1;
SG4-01;2020-07-21;10:43:21;Z. capensis;1;
SG4-01;2020-07-21;12:07:07;Z. capensis;1;
SG4-01;2020-07-21;15:39:03;Z. capensis;1;
SG4-01;2020-07-21;15:59:11;Z. capensis;2;en algunas 2  ind
SG4-01;2020-07-22;10:09:46;Z. capensis;1;
SG4-01;2020-07-22;13:39:18;T. rufiventris;1;
SG4-01;2020-07-22;16:07:38;L. verreauxi;1;
SG4-01;2020-07-22;16:38:13;Z. capensis;1;
SG4-01;2020-07-23;6:27:17;L. geoffroyi;1;
SG4-03;2020-07-06;15:14:14;L. europeus;1;
SG4-03;2020-07-08;8:21:00;L. europeus;1;
SG4-03;2020-07-08;14:20:00;ave ;1;
SG4-03;2020-07-11;9:43:38;T. rufiventris;1;
SG4-03;2020-07-11;10:03:21;L. verreauxi;1;
SG4-03;2020-07-16;9:52:19;L. verreauxi;1;
SG4-03;2020-07-17;2:52:56;L. geoffroyi;1;
SG4-03;2020-07-17;23:35:27;D. novemcinctus;1;
SG4-03;2020-07-21;8:53:38;L. verreauxi;1;
SG4-03;2020-07-22;17:59:23;L .europeus;1;
SG4-03;2020-07-28;11:03:02;A. ypecaha;1;
SG3-01;2020-07-04;3:56:49;C. thous;1;
SG3-01;2020-07-05;13:03:15;A. ypecaha;1;
SG3-01;2020-07-05;19:42:56;NN;1;mulita?
SG3-01;2020-07-05;23:44:50;C. thous;1;
SG3-01;2020-07-06;11:21:17;A. ypecaha;1;
SG3-01;2020-07-07;8:12:24;L. europeus;1;
SG3-01;2020-07-10;8:46:50;L. europeus;1;
SG3-01;2020-07-10;17:18:59;L. europeus;1;
SG3-01;2020-07-10;21:08:14;C. thous;1;
SG3-01;2020-07-12;6:45:18;M. gouazoubira;1;
SG3-01;2020-07-12;19:21:05;D. novemcinctus;1;
SG3-01;2020-07-15;10:15:24;A. ypecaha;1;
SG3-01;2020-07-16;18:17:54;L. europeus;1;
SG3-01;2020-07-17;5:08:59;C. thous;1;
SG3-01;2020-07-17;21:23:20;D. novemcinctus;1;
SG3-01;2020-07-20;0:54:50;NN;1;mulita corriendo?
SG3-01;2020-07-27;10:37:40;L. verreauxi;1;
SG3-01;2020-07-30;9:44:42;NN;1;
SG3-01;2020-07-30;13:36:19;A. axis;1;
SG3-01;2020-07-30;16:02:31;A. axis;1;
SG3-01;2020-08-02;4:52:12;L. geoffroyi;1;melánico
SG3-01;2020-08-03;22:55:17;D. hybridus;1;
SG3-01;2020-08-04;8:23:02;L. verreauxi;1;
SG3-01;2020-08-04;18:24:49;L. europeus;1;
SG3-01;2020-06-05;9:43:16;A. ypecaha;1;
SG3-01;2020-08-07;21:54:06;NN;1;mulita corriendo?
SG3-01;2020-08-09;22:19:44;NN;1;mulita corriendo?
SG3-01;2020-08-10;22:51:32;C. thous;1;
SG3-01;2020-08-12;21:07:12;NN;1;mulita corriendo?
SG3-01;2020-08-14;7:22:00;L. europeus;1;
SG3-01;2020-08-14;11:56:09;A. ypecaha;1;
SG3-01;2020-08-14;18:29:09;L. europeus;1;
SG1-01;2020-07-04;11:03:38;A. ypecaha;1;
SG1-01;2020-07-05;11:36:37;A. ypecaha;1;
SG1-01;2020-07-06;12:17:53;A. ypecaha;1;
SG1-01;2020-07-15;12:16:43;L. verreauxi;1;
SG1-01;2020-07-15;15:20:38;C. thous;1;
SG3-03;2020-07-03;20:49:00;C. thous;1;
SG3-03;2020-07-04;10:40:00;Perros;1;
SG3-03;2020-07-04;14:45:00;Perros;1;
SG3-03;2020-07-05;8:55:00;Perro;1;
SG3-03;2020-07-06;9:53:00;A. ypecaha;1;
SG3-03;2020-07-07;16:45:00;Perros;1;
SG3-03;2020-07-07;17:12:00;Z. auriculata;6;Torcaza. 6 ind.
SG3-03;2020-07-15;9:38:00;ave ;1;
SG3-03;2020-07-17;8:23:00;A. ypecaha;1;
SG3-03;2020-07-19;12:46:00;T. lineatum;1;Garza colorada
SG3-03;2020-07-19;18:11:00;L. europeus;1;
SG3-03;2020-07-22;22:28:00;C. thous;1;
SG3-03;2020-07-27;15:55:00;P. maculosa;1;Paloma ala manchada.
SG3-03;2020-07-30;10:56:00;perro;1;
SG3-03;2020-07-31;10:58:00;P. sulphuratus;1;Benteveo
SG3-03;2020-07-31;10:58:00;A. ypecaha;1;
SG3-03;2020-08-10;16:41:00;P. maculosa;1;
SG3-03;2020-08-11;9:12:00;F. rufus;1;Hornero
SG3-03;2020-08-11;9:30:00;G. guira;2;Pirincho común. En algunas 2 ind.
SG3-03;2020-08-11;10:13:00;G. guira;1;
SG3-03;2020-08-11;14:56:00;Z. auriculata;1;
SG3-03;2020-08-12;10:20:00;G. guira;1;
SG3-03;2020-08-15;12:17:00;N. maculosa;1;Perdiz común.
SG1-03;2020-07-03;14:54:01;N. maculosa;1;se soltó cinta y viento la movía frente a cámara, también muchos pastos altos
SG1-03;2020-07-09;15:14:01;R. americana;2;en algunas 2 ind.
SG1-03;2020-07-10;1:26:44;L. europeus;1;
SG3-03;2020-06-20;14:37:13;C. familiaris;1;negro y blanco, pelo largo
SG3-03;2020-06-20;14:45:51;C. plancus;2;2 individuos (3min)
SG3-03;2020-06-22;21:54:35;C. thous;1;
SG3-03;2020-06-23;10:02:18;B. taurus;1;
SG3-03;2020-06-23;11:43:54;B. taurus;1;
SG3-03;2020-06-23;16:53:07;B. taurus;3;3 ind.
SG3-03;2020-06-23;17:07:59;B. taurus;3;2 a 4 indiv (10 min)
SG3-03;2020-06-23;18:20:57;B. taurus;2;2 indiv. (vaca + toro) (6 min)
LR01_1;2020-11-13;21:33:00;D. novemcinctus;1;
LR01_1;2020-11-14;1:01:00;D. novemcinctus;1;
LR01_1;2020-11-14;1:06:00;D. novemcinctus;1;
LR01_1;2020-11-14;1:54:00;mam no id;1;se ven solo las patas de atrás 
LR01_1;2020-11-14;7:43:00;Z. capensis;1;
LR01_1;2020-11-14;11:19:00;T. rufiventris;1;
LR01_1;2020-11-14;19:48:00;C. chinga;1;4 mins. Entra y sale de cueva en el suelo
LR01_1;2020-11-15;3:58:00;D. novemcinctus;1;
LR01_1;2020-11-15;6:39:00;Z. capensis;1;
LR01_1;2020-11-15;7:43:00;Z. capensis;1;
LR01_1;2020-11-15;10:57:00;A. ypecaha;1;
LR01_1;2020-11-15;14:47:00;L. verreauxi;1;
LR01_1;2020-11-16;6:53:00;Z. capensis;1;
LR01_1;2020-11-16;7:44:00;Z. capensis;1;
